Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days],Inclination of Sat 1,Inclination of Sat 2
COSMOS 1579 COOLANT,26522,"[7269.585299774211, 7352.417483340276]",SL-8 R/B,16292,"[7329.523736752891, 7374.47385739821]",[-3902.11313078  1022.95606498  6142.14704281],0,970.257130136798,True,18.0929385397521,60.34017361111111,0.016572706708551113,65.0491,82.93040000000002
COSMOS 1249 COOLANT,26510,"[7279.651142016487, 7340.357805167881]",SL-16 DEB,22369,"[7218.959887066993, 7364.85785817214]",[7107.84338527 1726.80283772  565.18815384],0,958.2601593078307,True,6.971520977820948,38.65876736111111,0.02586735346885252,64.9612,70.8832
COSMOS 1249 COOLANT,26506,"[7281.286441241939, 7336.32320331466]",DELTA 1 DEB,12256,"[7203.976269278339, 7372.788322337381]",[ 1878.00425897  3448.32428545 -6191.32715934],0,953.327544573719,True,28.43245551254692,68.44587962962963,0.014610083257182783,64.9552,98.7684
TITAN 4B R/B,26474,"[6948.409749344958, 7047.795402507748]",COSMOS 1933,18958,"[6966.575709722767, 6989.508347044846]",[-626.90695146 2616.91060275 6430.91451382],0,593.082040643686,True,62.02104022400948,62.50970486111111,0.015997515941274673,67.99620000000002,82.53369999999998
CZ-4 DEB,26457,"[6977.993857295672, 7011.094838968772]",PEGASUS DEB,24204,"[6818.770437228625, 6997.6838487135765]",[ -966.3181298  -1516.56639507 -6759.15897401],0,616.1445495595299,True,47.77401774194081,57.341087962962966,0.01743950168238711,98.282,81.9561
CZ-4 DEB,26454,"[7082.552387241873, 7227.308073692592]",SL-16 R/B,17974,"[7201.729872482754, 7225.140354800567]",[-1463.1487797  -1834.12045197 -6815.52027846],0,829.9222984534244,True,14.79553225831848,63.15875,0.01583311892651454,98.41929999999999,71.0077
CZ-4 DEB,26450,"[7035.265710955695, 7143.920817321885]",SL-8 DEB,14801,"[7124.740966544188, 7134.364436780892]",[-1252.35993764 -1550.70683962 -6850.06414061],0,756.0396060549783,True,18.146737345227,65.52727430555555,0.015260820942085451,98.4708,74.07250000000002
CZ-4 DEB,26450,"[7035.265710955695, 7143.920817321885]",SL-8 DEB *,13498,"[7114.944756323718, 7131.577571141032]",[-1351.84005817 -2627.89228874 -6487.21184608],0,750.4818676338,True,16.494749019921468,48.543816550925925,0.020599946008590584,98.4708,74.0203
CZ-4 DEB,26449,"[7081.909982969112, 7235.361062305258]",SL-8 DEB,11114,"[7085.093922331707, 7100.57616266247]",[ -822.80739034 -5708.4407709   4124.03092946],0,712.0632188711588,True,32.704398267662874,65.02173032407407,0.01537947383153157,98.3944,74.0181
CZ-4 DEB,26449,"[7081.909982969112, 7235.361062305258]",THORAD AGENA D DEB,5635,"[7212.067393322656, 7224.748692572505]",[-1534.63719144 -1988.2574922  -6760.54721842],0,833.8861459127174,True,5.237415993796375,16.883324652777777,0.05923004032475749,98.3944,69.96770000000001
CZ-4 DEB,26428,"[7059.928274979252, 7173.894221562311]",COSMOS 1818,17369,"[7156.7601879229005, 7175.338887954961]",[-1581.64013705 -2753.6041057  -6413.96440224],0,778.8777720407943,True,8.860560572076439,33.679337384259256,0.029691795553773898,98.3755,65.00700000000002
CZ-4 DEB,26427,"[6930.206434354594, 7103.520150937636]",DELTA 1 DEB,7487,"[6938.078807396178, 7110.529691300226]",[ -551.60022014  3867.78468219 -5932.61740958],0,725.3811761591278,True,41.750533673639474,42.65326967592593,0.02344486149825961,98.20280000000001,103.1665
CZ-4 DEB,26427,"[6930.206434354594, 7103.520150937636]",COSMOS 397 DEB,6843,"[6930.963950016822, 7887.980258360344]",[  684.75360889 -2834.96932024  6287.85430071],0,553.1724187518757,True,18.42841686186475,66.48493634259259,0.015041001090037365,98.20280000000001,65.6815
CZ-4 DEB,26426,"[7043.764072529436, 7155.93029830352]",IRIDIUM 914,24836,"[7146.5376474682635, 7151.511938919368]",[-1077.04792527  -108.55119173 -7068.61940588],0,772.8906114561432,True,5.637146825037653,66.90983796296297,0.014945485304471018,98.42829999999998,86.3922
CZ-4 DEB,26426,"[7043.764072529436, 7155.93029830352]",ARIANE 40+ R/B,23561,"[7147.287041926662, 7157.311704728318]",[ -980.22476882   509.46968107 -7067.02399851],0,774.7105552625198,True,49.188086687747166,62.77534722222222,0.015929820291714834,98.42829999999998,98.22510000000001
CZ-4 DEB,26426,"[7043.764072529436, 7155.93029830352]",SL-8 R/B,16012,"[7143.355870106528, 7166.06778733562]",[-1272.62441149 -1565.61793815 -6854.35751453],0,766.9976633861843,True,45.3259403602975,60.01902199074074,0.016661384454986154,98.42829999999998,74.0553
CZ-4 DEB,26424,"[6952.552384886046, 7008.460657716451]",IRIDIUM 09,24838,"[6855.794199969482, 6996.101436056351]",[-1025.59998946   -62.59888938 -6916.74650392],0,614.5131527545727,True,18.92689026537799,62.40844328703704,0.01602347290414968,98.44350000000001,86.446
CZ-4 DEB,26422,"[7075.847630967157, 7195.261133554291]",COSMOS 970 DEB,14443,"[7075.629785630282, 7317.521079062306]",[  376.58475509 -2982.24522236  6405.69637929],0,697.7762801170957,True,21.43819695747612,27.354895833333334,0.03655652743453145,98.4348,65.5976
CZ-4 DEB,26416,"[7082.502473948979, 7226.936224394581]",CZ-4 DEB,26198,"[7085.859552299729, 7215.090083685308]",[1026.12498628 -163.77348745 7011.42414616],0,709.8685586880338,True,31.773928793251862,69.70856481481482,0.014345439511723743,98.3933,98.43
BIRD-RUBIN/SL-8,26406,"[6763.368294451929, 6809.102090661608]",COSMOS 1975 DEB,20471,"[6778.302022291331, 6785.797543711504]",[ -412.23665365 -1229.95856794  6658.12100268],0,405.17431702987506,True,12.636446693905851,64.39328703703704,0.015529569090405817,87.2536,82.49700000000001
SNAP 1,26386,"[7060.20477297094, 7080.421626534313]",CZ-4 DEB,26330,"[7009.781560131165, 7085.036613322872]",[ 1478.11650221 -2504.70984732  6438.02356853],0,686.31961620941,True,11.894194036667272,14.038123553240741,0.07123459173210847,98.15150000000001,98.6253
SNAP 1,26386,"[7060.20477297094, 7080.421626534313]",CZ-4 DEB,26179,"[7062.818627089399, 7190.089974446818]",[  640.52814626 -1843.86370504  6788.15538882],0,685.0891220874037,True,8.400051512258003,29.034950810185187,0.03444125001407646,98.15150000000001,98.41510000000001
PEGASUS R/B,26375,"[6780.874457138478, 8051.237423674137]",SL-8 DEB,22840,"[7762.399371978653, 8045.057246001746]",[-2936.45569416 -2658.58019159  6686.95453815],0,1394.004382794752,True,30.273101920383432,67.01547453703704,0.014921926717796142,68.9592,73.9568
CZ-4 DEB,26350,"[7037.045499908822, 7100.466378193992]",DELTA 1 DEB,17727,"[6939.561704089274, 7111.905762864962]",[-1047.73400189   -68.54227417 -6959.3845553 ],0,660.0074977096319,True,26.716969586786437,52.095040509259256,0.019195685236529612,98.5796,98.163
CZ-4 DEB,26349,"[7057.526746680193, 7241.863040302141]",SL-8 DEB,1370,"[6877.107075982024, 7335.142291032026]",[-1223.98770623 -5473.48981941  4292.65535406],0,684.7325794934186,True,19.40676365502021,52.92271412037037,0.01889547837107417,98.3231,56.0681
CZ-4 DEB,26346,"[7071.214818171037, 7213.8439878194495]",THORAD AGENA D DEB,4449,"[7127.872701918927, 7237.852383455025]",[-1939.77369958 -5711.16095926 -3832.99751111],0,768.3272606205874,True,57.02487329798271,66.12349537037036,0.015123217464515577,98.4395,69.9747
CZ-4 DEB,26345,"[7064.5518746339285, 7197.049280162566]",SL-18 DEB,22568,"[7047.783139946157, 7334.013980782026]",[  624.04493803 -1861.09311458  6788.03388441],0,688.0149713090068,True,56.73680280844362,66.51556712962963,0.015034074625735935,98.43340000000002,75.7535
CZ-4 DEB,26345,"[7064.5518746339285, 7197.049280162566]",DELTA 1 DEB,9293,"[7036.636852953744, 7169.822408530155]",[1187.61396347  610.64542241 6948.16127257],0,697.1905420877038,True,41.342959031947494,59.51027777777778,0.016803820068428888,98.43340000000002,97.821
CZ-4 DEB,26341,"[7069.557098423867, 7215.217516696789]",SL-16 DEB,25862,"[7026.425021021512, 7289.424353042314]",[ -905.2518416    769.64484728 -7111.03535939],0,831.4855955395888,True,27.650279615502395,64.1052025462963,0.01559935793476056,98.44690000000001,97.7191
CZ-4 DEB,26338,"[7089.4571532834325, 7233.792540447154]",SL-16 DEB,22296,"[7164.696550830023, 7324.029066443176]",[-1524.82838463 -2085.8715534  -6732.52460386],0,833.1631103409854,True,45.080116185306196,53.125034722222225,0.018823517108812346,98.4561,70.8707
CZ-4 DEB,26333,"[7079.773373055931, 7226.70230895778]",DELTA 1 DEB,14914,"[7143.092344365059, 7219.381496666467]",[ -901.140361     712.67115997 -7126.43895367],0,840.3175640262307,True,39.3357476609843,59.651996527777776,0.016763898246630122,98.4042,98.73550000000002
CZ-4 DEB,26331,"[7072.248137853508, 7200.59669501306]",SL-8 DEB,16866,"[7050.629015216827, 7081.143752153409]",[  589.01490678 -1962.88906727  6770.08817308],0,695.3321574969204,True,50.625120905354564,60.13619791666667,0.016628919596575482,98.4254,74.0155
CZ-4 DEB,26329,"[7080.789450019974, 7250.890728895503]",CZ-4 DEB,26121,"[6974.9095204560645, 7105.728504151283]",[1092.11869983   40.3631653  7009.47028259],0,716.0173599008949,True,7.47824986729846,57.22447337962963,0.017475040676494424,98.37660000000001,98.69090000000001
CZ-4 DEB,26323,"[7086.82682279414, 7226.685583870904]",CZ-4 DEB,26168,"[7085.566510170148, 7242.491702128708]",[1016.46415434 -216.75729491 7017.65043283],0,716.0578591348631,True,38.75909453258531,45.81808738425926,0.02182544180889464,98.4111,98.4202
CZ-4 DEB,26322,"[7035.622818610308, 7132.541563885207]",SARA,21578,"[7119.670563352589, 7125.982812363369]",[ -989.52679686   416.62991718 -7039.19517301],0,742.4677814246297,True,16.106129936014263,58.99508101851852,0.016950565754560123,98.37140000000001,98.1766
CZ-4 DEB,26321,"[7080.159620186331, 7233.496088329376]",CZ-4 DEB,26187,"[7001.85448367094, 7104.314643123411]",[1060.52027629  -50.17659332 7010.72582672],0,712.5257027684866,True,43.09354167866742,59.83638888888889,0.01671223846507374,98.422,98.523
CZ-4 DEB,26317,"[7070.786138517789, 7164.816565055703]",SL-18 DEB,25284,"[7055.418059720717, 7338.102485166131]",[  635.68559595 -1836.39329326  6799.0538299 ],0,693.1832081558832,True,3.693699762842993,63.22112847222222,0.015817496842679343,98.41470000000001,75.7563
CZ-4 DEB,26317,"[7070.786138517789, 7164.816565055703]",THOR BURNER 2 R/B,4332,"[7128.215468869082, 7216.717970214854]",[ 1293.51555248  6916.14888752 -1229.68418119],0,764.5810473745223,True,16.71933757085631,66.67961226851853,0.01499708780508507,98.41470000000001,98.88199999999999
CZ-4 DEB,26315,"[7034.414584976547, 7238.309005094871]",CZ-4 DEB,20861,"[7183.082989613843, 7232.705015083613]",[ -720.18773842  1003.0292723  -7117.6148118 ],0,845.7939734272377,True,10.719991710710245,14.02697048611111,0.07129123148795073,98.24400000000001,98.7335
CZ-4 DEB,26315,"[7034.414584976547, 7238.309005094871]",METEOR 1-24,8799,"[7207.469004397617, 7257.156439259122]",[-1119.90668963   -36.97926153 -7127.19303039],0,836.6006218222337,True,37.244496319224645,42.01147280092592,0.02380302173024413,98.24400000000001,81.25410000000001
CZ-4 DEB,26311,"[7080.85773516581, 7208.409449765379]",CZ-4 DEB,26222,"[7084.856825382628, 7222.526762480119]",[ 982.55008702 -389.535074   7007.62855909],0,708.7523225081395,True,14.679893626700567,36.65876157407408,0.027278608361588054,98.4669,98.4111
CZ-4 DEB,26305,"[7046.549142219721, 7179.935237111897]",DELTA 1 DEB,13571,"[7157.44024695793, 7196.60094213]",[ -974.03498206   493.82535782 -7085.36327364],0,790.8922473756757,True,26.415094091413927,57.148408564814815,0.01749830004217617,98.41609999999999,98.7204
CZ-4 DEB,26305,"[7046.549142219721, 7179.935237111897]",OV1-20/OV1-21 DEB,5384,"[7137.545908599356, 7256.229786089916]",[-1222.03168355  -900.21075396 -6997.9576075 ],0,782.5299740692171,True,37.40030183657834,67.58300347222222,0.014796619691680576,98.41609999999999,87.6273
CZ-4 DEB,26304,"[7070.40435895811, 7197.370433279272]",SL-16 DEB,22493,"[7065.472867937842, 7253.438651342587]",[-1721.09240423 -6571.48474746 -2147.73172527],0,746.4206995176928,True,34.633138744057476,64.82365162037037,0.015426468194916639,98.4531,71.0467
CZ-4 DEB,26304,"[7070.40435895811, 7197.370433279272]",SL-16 DEB,22467,"[7044.575373215921, 7080.7928172562915]",[ -689.14018393 -5949.23287717  3775.45144121],0,701.5748306374498,True,42.67442321346979,68.6408912037037,0.01456857541421377,98.4531,70.8321
CZ-4 DEB,26300,"[7081.7745043362975, 7235.7016909114045]",SL-3 DEB,14950,"[7216.180022109935, 7268.388199809018]",[-1350.20208412 -1023.25450679 -7014.34133519],0,837.8923666358123,True,43.35433054319623,68.7207986111111,0.014551635315808381,98.4186,81.2225
CZ-4 DEB,26294,"[7083.209369838288, 7239.888302971384]",ARIANE 1 DEB,17155,"[7102.942028347644, 7226.756354252663]",[1546.89169468 2890.87146796 6301.7295057 ],0,725.5104097711355,True,50.48092850326868,69.80839699074075,0.014324924265667326,98.3989,99.0778
CZ-4 DEB,26286,"[7082.952985362759, 7219.6327857674105]",CZ-4 DEB,26264,"[7073.315479697302, 7088.916594550294]",[1066.73110779   68.77308166 7005.82017646],0,708.7636863341322,True,30.639795299923705,46.74085069444445,0.021394561398491163,98.4111,98.6618
CZ-4 DEB,26286,"[7082.952985362759, 7219.6327857674105]",ORBCOMM FM 26,25480,"[7182.858600192349, 7196.30887344719]",[-1661.60942601 -4802.12393099 -5076.59851182],0,804.7031474201758,True,3.352554150055785,26.191594328703705,0.03818018817220634,98.4111,45.0158
CZ-4 DEB,26286,"[7082.952985362759, 7219.6327857674105]",DELTA 1 DEB,12236,"[7179.421653140992, 7526.508065166542]",[ -121.42767924  4117.63016255 -5925.63724535],0,838.7043866681097,True,55.25711265150323,68.19566550925926,0.014663688557511403,98.4111,98.90690000000001
CZ-4 DEB,26285,"[7094.053834658941, 7161.740345425985]",DELTA 1 DEB,10204,"[6943.534127304217, 7753.395190103589]",[  231.70267782 -6334.19813318  3252.49050144],0,746.0785065109485,True,0.9037202902425947,44.98669270833334,0.022228795668163444,98.50010000000002,28.854100000000003
CZ-4 DEB,26284,"[7075.5256093272565, 7214.074716163146]",METEOR 2-10,14452,"[7118.787344118027, 7251.173482222857]",[-1351.57159392 -1459.5887026  -6922.23206979],0,824.2543933006637,True,22.72643754573246,66.43328703703703,0.015052694885359095,98.366,81.16060000000002
CZ-4 DEB,26283,"[7083.091702320657, 7241.1554726219965]",SL-16 DEB,22598,"[7211.350983564889, 7360.309785779513]",[-1481.80044644 -2116.38988922 -6744.40306378],0,844.1764391280312,True,23.73121441947823,63.32384259259259,0.01579184015148469,98.4199,70.6478
CZ-4 DEB,26282,"[6980.283047749104, 7042.530316271995]",COSMOS 2058,20465,"[6980.435231799845, 7008.401714623134]",[1062.9664592  -471.46131105 6894.83273511],0,614.0652215002683,True,34.645937552774576,55.655081018518516,0.017967811414509715,98.4392,82.4954
CZ-4 DEB,26278,"[7056.224429486669, 7116.492490919002]",SL-8 DEB,12793,"[7114.003659915895, 7119.4436834905455]",[ 1051.40588326 -2156.13219439  6699.3027154 ],0,737.6916406838664,True,19.6682330765261,53.732702546296295,0.018610640310496133,98.5127,74.0331
CZ-4 DEB,26277,"[7058.405473717597, 7261.060280862718]",THORAD AGENA D DEB,5350,"[7138.10310084428, 7211.045563162893]",[2472.38228366 6416.48410048 2054.26486578],0,798.4880081136916,True,17.367307134014734,45.009291087962964,0.022217634977757614,98.2639,99.7145
CZ-4 DEB,26277,"[7058.405473717597, 7261.060280862718]",OAO 1,2142,"[7159.107739445022, 7169.857329039399]",[-2468.00693566 -5756.99430735 -3472.92425673],0,783.9328532104973,True,11.085334595699784,69.78184606481481,0.014330374680417302,98.2639,35.0486
CZ-4 DEB,26276,"[7073.825151249446, 7182.799942138284]",DELTA 2 R/B(1),22922,"[6681.738971656796, 7722.9067655414865]",[-1101.35030944 -7018.33839498  -513.6824719 ],0,744.637460317249,True,47.15042099613676,67.65924768518518,0.014779945598167836,98.434,23.0319
CZ-4 DEB,26264,"[7073.315479697302, 7088.916594550294]",OV2-1/LCS 2 DEB,3494,"[7075.429506428287, 7119.399408475092]",[  777.73922745 -7016.81174387  -469.83002546],0,697.2616182857873,True,31.308348700765695,39.87731770833334,0.02507691232680441,98.6618,31.8943
CZ-4 DEB,26262,"[7094.828963925838, 7228.158792351472]",COSMOS 2208,22080,"[7160.415542556569, 7180.293198943161]",[-2119.54302656 -6425.52059816 -2399.39613918],0,800.7820991074259,True,7.687062435765271,37.696102430555555,0.026527941498520124,98.3333,74.0372
CZ-4 DEB,26261,"[7070.108428962584, 7203.13793976843]",DELTA 1 DEB,7836,"[7054.226426707265, 7574.698714042399]",[1461.33350605 2326.23779725 6527.69523488],0,704.071905754703,True,24.178350516743965,32.56936053240741,0.030703703838611523,98.3849,97.98360000000001
CZ-4 DEB,26260,"[7087.213987955634, 7262.112184946671]",SL-16 R/B,23705,"[7212.727311602859, 7227.944891970985]",[-1774.31384975 -3453.82083572 -6095.31476934],0,848.8907528205873,True,30.174058229981185,66.50022569444444,0.015037542949024036,98.4226,71.02030000000002
CZ-4 DEB,26260,"[7087.213987955634, 7262.112184946671]",OV2-1/LCS 2 DEB,1859,"[7079.443671839407, 7185.318160636225]",[-1956.42748041 -6423.32666759 -2523.22501017],0,794.9654261884307,True,34.576694806708005,55.020185185185184,0.018175147841364616,98.4226,32.1289
CZ-4 DEB,26259,"[7084.641109686981, 7259.939051547345]",CZ-4 DEB,26221,"[7089.312154746736, 7156.848930604058]",[1029.70459403 -147.51195028 7012.91690568],0,711.5071978688247,True,9.06587675167541,20.220033275462963,0.04945590278595146,98.36380000000001,98.4303
CZ-4 DEB,26259,"[7084.641109686981, 7259.939051547345]",SL-16 R/B,23705,"[7212.727311602859, 7227.944891970985]",[-1909.65210821 -3504.29749542 -6024.7043039 ],0,848.4759037217309,True,20.421382438907894,21.059619502314813,0.047484238729483354,98.36380000000001,71.02030000000002
CZ-4 DEB,26259,"[7084.641109686981, 7259.939051547345]",THORAD AGENA D DEB,4746,"[7245.199884346112, 7266.257460098635]",[   32.44828402  3543.17989241 -6335.10566046],0,880.5640112251358,True,6.086710719392731,28.475963541666665,0.0351173367158157,98.36380000000001,100.0171
CZ-4 DEB,26259,"[7084.641109686981, 7259.939051547345]",AZUR (GRS A),4221,"[6747.075824953424, 8273.615127866673]",[1378.32615962 1168.66233044 6862.77017064],0,718.5642801635104,True,49.92784171727293,54.50313078703704,0.018347569865433105,98.36380000000001,102.7306
CZ-4 DEB,26253,"[7082.674348969918, 7129.979746862487]",SL-8 DEB,12793,"[7114.003659915895, 7119.4436834905455]",[  808.51150002 -2562.42694681  6588.87509419],0,737.5497349678672,True,34.53557748517082,62.99931134259259,0.0158731893839595,98.5218,74.0331
CZ-4 DEB,26248,"[6942.1535790714415, 7038.761703675221]",SL-3 R/B,11822,"[6906.040577084892, 6958.389893656317]",[ -774.40773079 -1160.59423338 -6813.40447285],0,576.6575202372442,True,6.339909311140908,58.63728009259259,0.017053997020682513,98.65390000000001,81.2487
CZ-4 DEB,26247,"[7065.458189562036, 7182.526757882716]",COSMOS 836,8923,"[7150.126489448488, 7175.667948351644]",[-1386.04337202 -2125.26876637 -6706.08011027],0,791.8974492777488,True,5.031536449340665,68.08256944444445,0.014688047295512291,98.4522,74.0518
CZ-4 DEB,26239,"[7076.447290285479, 7238.705249781375]",COSMOS 1275 DEB,13023,"[7033.168844898498, 7083.387080949108]",[  -75.9334373  -3466.86057172  6168.58547161],0,698.3264409593057,True,12.366648489206602,29.643885995370372,0.03373376891802157,98.37889999999999,82.7529
CZ-4 DEB,26238,"[7080.791743697842, 7157.8240791610915]",SCOUT B-1 R/B,6180,"[7055.64479566474, 7127.867238944973]",[ -930.7470252    688.356995   -7025.27206562],0,741.8751470065317,True,12.689764903277839,59.297274305555554,0.01686418156165249,98.3904,89.9126
CZ-4 DEB,26232,"[7062.608970159325, 7119.43357824226]",THORAD AGENA D DEB,4552,"[7062.205523600416, 7109.143867052136]",[  705.61122595 -4682.39527776  5240.01298969],0,684.4722112959007,True,31.779241098066706,60.73249421296296,0.016465650109699536,98.53040000000001,70.0478
CZ-4 DEB,26229,"[7073.937452867122, 7207.762695941517]",DELTA 1 DEB,14465,"[7202.242912042196, 7412.821139414804]",[ -852.00792384  1301.93027953 -7037.54579005],0,829.3584527947178,True,30.351976698770063,67.42079282407407,0.014832219529209215,98.4235,98.77470000000001
CZ-4 DEB,26229,"[7073.937452867122, 7207.762695941517]",DELTA 1 DEB,12183,"[7206.8526060851655, 7261.508286191831]",[ -963.27313419   658.57545706 -7111.56737257],0,828.5270866835945,True,48.77003119337377,68.46337962962963,0.014606348757682703,98.4235,98.99510000000001
CZ-4 DEB,26229,"[7073.937452867122, 7207.762695941517]",OV2-1/LCS 2 DEB,1959,"[7053.499431043243, 7155.090851563884]",[ -378.70042373 -6021.04230727  3728.46529926],0,713.9584565386076,True,4.2617580854224615,44.970364583333335,0.022236866640183175,98.4235,31.7902
CZ-4 DEB,26221,"[7089.312154746736, 7156.848930604058]",COSMOS 990,10676,"[7141.332233439081, 7165.02069261404]",[-1225.32584153 -2255.52332091 -6677.15915681],0,775.4119985347579,True,46.55692277356532,54.91262731481481,0.018210747671332256,98.4303,74.035
CZ-4 DEB,26219,"[6966.81112555914, 7083.901332759291]",SL-14 R/B,15890,"[6990.587196154942, 7021.042875278209]",[ 2278.58384547 -6428.72800792  1535.62027396],0,613.1874643987385,True,58.35028553785837,64.77436342592593,0.015438206523535671,98.6818,82.5279
CZ-4 DEB,26219,"[6966.81112555914, 7083.901332759291]",COSMOS 1275 DEB,13459,"[7058.831869865863, 7083.098007342164]",[1263.52091813 -487.32990928 6927.59075796],0,680.5802532175958,True,12.377120942810313,14.04009693287037,0.07122457948697077,98.6818,83.11810000000001
CZ-4 DEB,26218,"[7090.412271808483, 7269.773868741176]",TUBSAT,25757,"[7091.251491897117, 7111.850250353903]",[1080.23823442   38.55700554 7026.78551715],0,731.3015143878974,True,33.6848084153711,37.91312789351852,0.02637608806133234,98.6798,98.3871
CZ-4 DEB,26216,"[7004.069842444613, 7076.473403871496]",SL-14 R/B,20466,"[6997.257582151202, 7025.749527997602]",[1052.27164635 -272.20219577 6937.23449241],0,643.7282832241381,True,30.200635639821854,33.13678240740741,0.03017794509150833,98.4263,82.5053
CZ-4 DEB,26212,"[7045.170272924734, 7085.086836232393]",THOR ABLESTAR DEB,471,"[7067.107186095715, 7124.612032368933]",[ 1423.70791182 -4416.75397063  5333.00643917],0,691.2065010257102,True,17.65549492773622,63.273096064814816,0.01580450558284099,98.5898,66.8596
CZ-4 DEB,26211,"[7108.983940547203, 7952.2424251694]",CZ-4 R/B,20791,"[7258.271580906922, 7336.141531509532]",[ -176.68299778  1505.47220836 -7166.44028467],0,946.8565020898632,True,18.83827472840847,43.58342013888889,0.022944504970313553,98.91369999999999,99.17310000000002
